Name of Covered Entity,State,Covered Entity Type,Individuals Affected,Type of Breach,Location of Breached Information,Business Associate Present
558,29.0,1,0.0006150702204443672,0,1,0
559,32.0,2,0.014739771294404104,0,0,1
560,21.0,2,0.0012174442367059437,0,1,1
561,1.0,1,0.0001211357015522414,0,1,0
562,30.0,1,0.014398626027218574,0,1,0
563,23.0,1,0.007013000565241967,0,1,0
564,45.0,1,0.001036045045436758,0,0,0
565,3.0,2,6.756815513717988e-05,0,1,1
566,1.0,1,0.0039347797730336104,0,1,0
567,22.0,1,8.478629505630679e-05,0,0,0
568,20.0,0,0.0002465324579329536,0,0,1
569,14.0,1,2.6088090786555938e-06,2,10,0
570,4.0,1,0.0013624070611765729,0,1,0
571,5.0,1,5.817644245401974e-05,0,3,1
572,22.0,1,0.00010061307013348407,0,3,1
573,32.0,1,0.0001317448584721075,0,3,1
574,1.0,1,0.0004721944432366625,0,3,1
575,32.0,1,0.0001854863254924127,0,3,1
576,1.0,1,0.00010435236314622375,0,3,1
577,32.0,1,0.00020548719509543893,0,3,1
578,32.0,1,0.00012087482064437584,0,3,1
579,32.0,1,0.0007654245836775512,0,0,1
580,32.0,1,0.0013311883125353276,0,3,1
581,32.0,1,0.00012670116092004,0,3,1
582,32.0,1,2.643593199704335e-05,0,3,1
583,32.0,1,0.000744206269837819,0,3,1
584,48.0,1,0.001453454498021653,0,0,0
585,36.0,1,0.0002689682160093917,0,3,1
586,32.0,1,0.003321274838036436,0,3,1
587,17.0,1,1.6348536892908387e-05,1,1,0
588,36.0,1,7.478586025479369e-05,0,30,0
589,32.0,0,0.00018652984912387495,0,31,0
590,32.0,1,1.5131092656202443e-05,0,31,0
591,38.0,1,0.00055185008043828,0,0,0
592,20.0,0,3.774077133788426e-05,1,Paper/Films,1
593,45.0,1,0.0009780425235879821,0,1,0
594,6.0,1,8.965607200313057e-05,1,Paper/Films,0
595,1.0,1,0.002569589982173138,0,0,0
596,28.0,1,0.0003534066698552111,0,1,0
597,6.0,1,0.01730927431627462,0,1,0
598,41.0,1,0.0009398669507369885,0,1,0
599,45.0,1,0.0006548980390451758,1,1,0
600,25.0,1,0.0002695769381277447,0,0,0
601,1.0,1,0.0010599591286577677,0,0,0
602,42.0,1,0.0024650636984216703,0,0,0
603,1.0,1,0.001000043480151311,1,7,0
604,0.0,1,0.00030549154311057005,1,7,0
605,46.0,1,0.0,3,15,0
606,4.0,1,0.001050306535066742,0,1,0
607,25.0,0,0.0003619287795121527,1,15,0
608,4.0,1,2.7044654115396323e-05,3,Paper/Films,0
609,35.0,1,0.0002300100004348015,0,1,0
610,24.0,1,0.001482586199399974,0,1,0
611,30.0,1,2.6088090786555938e-06,1,7,0
612,6.0,1,0.005348058611243967,0,1,0
613,28.0,1,4.365407191617027e-05,2,10,0
614,13.0,1,0.00018574720640027827,0,1,0
615,23.0,1,0.0001304404539327797,0,0,0
616,32.0,1,4.530631766598548e-05,0,1,0
617,9.0,1,0.0006233314491934432,0,1,0
618,4.0,1,0.00027827296838993,0,32,0
619,1.0,1,0.0008261228749076047,0,1,0
620,4.0,1,8.574285838514718e-05,0,1,0
621,40.0,1,5.643723640158268e-05,1,7,0
622,32.0,1,0.010826557676420713,0,1,0
623,4.0,1,8.530805687203791e-05,0,1,0
624,35.0,1,3.1305708943867123e-06,0,1,0
625,45.0,1,3.052306622027045e-05,0,3,1
626,20.0,1,0.006913344058437324,0,0,0
627,32.0,1,0.0003023609722161833,0,1,0
628,7.0,1,8.261228749076046e-06,1,Paper/Films,0
629,7.0,1,0.009265968085568939,0,14,0
630,17.0,1,9.209096047654246e-05,0,1,0
631,1.0,1,0.0012324883690595244,0,1,0
632,6.0,1,0.009870603069698683,0,1,0
633,36.0,2,0.00026801165268055133,0,1,1
634,28.0,1,0.00027966433323187964,0,1,0
635,1.0,1,0.0,0,1,0
636,32.0,1,0.002244619331275273,0,0,0
637,7.0,1,0.000238010348276012,1,33,0
638,7.0,1,0.01317448584721075,0,0,0
639,1.0,1,0.0027207269881299187,0,0,0
640,10.0,2,3.956693769294317e-05,0,6,1
641,2.0,1,0.012149136918996477,0,1,0
642,30.0,1,0.00010043914952824035,1,1,0
643,15.0,1,0.00032270968302969695,3,15,0
644,8.0,1,0.0005652419670420453,0,1,0
645,27.0,0,2.22618374711944e-05,1,1,0
646,40.0,1,0.004130614374538023,0,12,0
647,46.0,1,0.0,0,1,0
648,30.0,1,0.0002426192443149702,0,1,0
649,25.0,1,0.04588790816992043,0,0,0
650,35.0,2,0.004794730205661115,0,1,1
651,35.0,2,7.739466933344928e-06,0,1,1
652,41.0,1,0.001869646506369842,0,1,0
653,34.0,1,0.03399904343667116,0,0,0
654,29.0,1,3.7132049219531286e-05,0,1,0
655,0.0,1,8.696030262185312e-05,0,0,0
656,13.0,1,0.0002640984390625679,0,1,0
657,1.0,1,0.00010878733857993826,0,0,0
658,21.0,1,0.027783816687682074,0,0,0
659,45.0,1,0.0008000347841210487,0,11,0
660,32.0,1,0.00014418018174703248,0,1,0
661,46.0,1,4.3480151310926566e-06,0,1,0
662,30.0,1,7.452497934692813e-05,0,1,0
663,29.0,1,0.00039393017087699465,0,1,0
664,20.0,1,0.00012504891517022479,0,0,0
665,3.0,1,2.174007565546328e-05,0,1,0
666,15.0,1,0.0012707509022131397,0,14,0
667,48.0,1,2.37401626157659e-05,0,0,0
668,45.0,1,2.9914344101917474e-05,0,1,0
669,22.0,1,1.1652680551328319e-05,0,8,0
670,10.0,1,0.009955650245662855,0,6,1
671,7.0,1,0.001208922127049002,0,1,0
672,42.0,1,0.01590243054045828,0,1,0
673,13.0,1,0.009657376407669898,0,6,1
674,32.0,1,2.1131353537110308e-05,2,10,0
675,13.0,1,3.1305708943867123e-06,0,0,0
676,45.0,2,0.008826470716118091,0,1,1
677,35.0,1,0.00019096482455758945,0,1,0
678,23.0,1,0.035591895299795645,1,0,0
679,20.0,1,0.0001378320796556372,0,0,1
680,17.0,1,0.00029601287012478804,0,1,0
681,30.0,1,0.00035297186834210183,0,1,0
682,40.0,0,0.003406669855211096,0,1,0
683,13.0,1,0.0005280229575198922,0,0,0
684,32.0,2,0.003404408887342928,0,1,1
685,20.0,2,1.0,0,0,1
686,4.0,1,9.565633288403844e-05,2,7,0
687,22.0,0,0.25777451193530154,0,0,0
688,15.0,1,0.0004261054828470803,0,1,0
689,7.0,1,0.012232270968302969,0,0,0
690,20.0,2,0.0077829470846558545,0,0,1
691,32.0,1,0.03230949171703117,0,1,0
692,32.0,1,0.0005694160615678942,0,1,0
693,35.0,0,0.007556850297839037,0,1,0
694,13.0,1,4.45236749423888e-05,0,0,0
695,7.0,1,1.7392060524370624e-06,0,1,0
696,36.0,1,0.009174311926605505,1,34,0
697,0.0,1,4.156702465324579e-05,0,0,0
698,9.0,1,0.0006100265228922996,0,1,0
699,25.0,2,8.696030262185312e-08,0,0,1
700,28.0,1,0.0,0,0,0
701,30.0,1,0.001419105178486021,0,1,0
702,20.0,0,0.001742336623331449,1,6,0
703,,3,0.1360787860341754,1,0,0
704,0.0,1,5.2176181573111876e-05,0,1,1
705,20.0,1,0.0009124744554111048,0,13,0
706,38.0,1,0.0021433975390234357,0,0,0
707,4.0,0,1.530501326144615e-05,1,15,0
708,3.0,2,0.017930779599113007,0,0,1
709,32.0,1,3.2175311970085657e-06,0,0,0
710,32.0,1,4.087134223227097e-05,0,1,0
711,45.0,1,0.0020588721248749947,0,0,0
712,32.0,1,7.026392451845733e-05,0,0,0
713,4.0,1,0.0004190616983347102,0,1,0
714,4.0,0,0.00039932170963954955,0,1,0
715,23.0,1,0.0002869689986521153,0,1,0
716,,1,0.026543501891386583,0,0,0
717,1.0,1,0.0004411496152006609,0,1,0
718,20.0,1,0.000968650810904822,0,0,0
719,13.0,1,5.591547458585156e-05,0,1,0
720,1.0,1,0.00041653984955867645,0,1,0
721,3.0,1,0.0009703030566546372,0,1,0
722,25.0,1,0.0030001304404539326,1,7,0
723,19.0,1,0.00021322666202878385,0,1,0
724,13.0,1,6.0002608809078655e-06,0,1,0
